-,一级,二级,三级,级内,简称,网址,描述title,https://www.google.com/s2/favicons?domain=,主要关键词,次要关键词,关键词,判断网址,判断图片,其他标签,图标大小,个人/企业/公司,经营性/非经营性,营利性/非营利性,备案/未备案,服务器位置
10001-200-300-10000,10001,200,300,10000,中国政府网,http://www.gov.cn/, ,http://www.gov.cn/govweb/xhtml/favicon.ico,国务院,,,999,999,,16,,,,,
10001-201-300-10001,10001,201,300,10001,外交部,https://www.fmprc.gov.cn/web/, ,https://www.google.com/s2/favicons?domain=https://www.fmprc.gov.cn/web/,国务院,组成部门,,999,,,,,,,,
10001-201-300-10002,10001,201,300,10002,国防部,http://www.mod.gov.cn/, ,http://www.mod.gov.cn/favicon.ico,国务院,组成部门,,999,,,256,,,,,
10001-201-300-10003,10001,201,300,10003,国家发展和改革委员会,https://www.ndrc.gov.cn/, ,https://www.google.com/s2/favicons?domain=https://www.ndrc.gov.cn/,国务院,组成部门,,999,,,,,,,,
10001-201-300-10004,10001,201,300,10004,教育部,http://www.moe.gov.cn/, ,http://www.moe.gov.cn/favorite.ico,国务院,组成部门,,999,,,16,,,,,
10001-201-300-10004,10001,201,300,10004,（国家语言文字工作委员会）,http://www.moe.gov.cn/jyb_sy/China_Language/, ,http://www.moe.gov.cn/favorite.ico,国务院,组成部门,,999,,,16,,,,,
10001-201-300-10005,10001,201,300,10005,科学技术部,http://www.most.gov.cn/, ,http://www.most.gov.cn/favicon.ico,国务院,组成部门,,999,,,16,,,,,
10001-201-300-10006,10001,201,300,10006,工业和信息化部,https://www.miit.gov.cn/, ,https://www.miit.gov.cn/favicon.ico,国务院,组成部门,,999,999,,32,,,,,
10001-201-300-10006,10001,201,300,10006,（国家航天局）,http://www.cnsa.gov.cn/, ,https://www.google.com/s2/favicons?domain=http://www.cnsa.gov.cn/,国务院,组成部门,,999,,,,,,,,
10001-201-300-10006,10001,201,300,10006,（国家原子能机构）,http://www.caea.gov.cn/, ,https://www.google.com/s2/favicons?domain=http://www.caea.gov.cn/,国务院,组成部门,,999,,,,,,,,
10001-201-300-10007,10001,201,300,10007,国家民族事务委员会,http://www.neac.gov.cn/, ,http://www.neac.gov.cn/favicon.ico,国务院,组成部门,,999,999,,32,,,,,
10001-201-300-10008,10001,201,300,10008,公安部,https://www.mps.gov.cn/, ,https://www.mps.gov.cn/favicon.ico,国务院,组成部门,,999,999,,16,,,,,
10001-201-300-10009,10001,201,300,10009,国家安全部,, ,,国务院,组成部门,,,,,,,,,,
10001-201-300-10010,10001,201,300,10010,民政部,http://www.mca.gov.cn/, ,http://www.mca.gov.cn/favicon.ico,国务院,组成部门,,999,,,16,,,,,
10001-201-300-10011,10001,201,300,10011,司法部,http://www.moj.gov.cn/ , ,http://www.legaldaily.com.cn/tongyong/images/2019sfb/2019favicon.ico,国务院,组成部门,,999,,,16,,,,,
10001-201-300-10012,10001,201,300,10012,财政部,http://www.mof.gov.cn/index.htm , ,http://www.mof.gov.cn/images/favicon.ico,国务院,组成部门,,999,,,16,,,,,
10001-201-300-10013,10001,201,300,10013,人力资源和社会保障部,http://www.mohrss.gov.cn/, ,https://www.google.com/s2/favicons?domain=http://www.mohrss.gov.cn/,国务院,组成部门,,999,,,,,,,,
10001-201-300-10014,10001,201,300,10014,自然资源部,http://www.mnr.gov.cn/, ,,国务院,组成部门,,,,,,,,,,
10001-201-300-10015,10001,201,300,10015,生态环境部,http://www.mee.gov.cn/, ,http://www.mee.gov.cn/favicon.ico,国务院,组成部门,,999,999,,16,,,,,
10001-201-300-10015,10001,201,300,10015,（国家核安全局）,http://nnsa.mee.gov.cn/, ,http://nnsa.mee.gov.cn/favicon.ico,国务院,组成部门,,999,999,,16,,,,,
10001-201-300-10016,10001,201,300,10016,住房和城乡建设部,http://www.mohurd.gov.cn/, ,https://www.google.com/s2/favicons?domain=http://www.mohurd.gov.cn/,国务院,组成部门,,999,,,,,,,,
10001-201-300-10017,10001,201,300,10017,交通运输部,http://www.mot.gov.cn/, ,https://www.google.com/s2/favicons?domain=http://www.mot.gov.cn/,国务院,组成部门,,999,,,,,,,,
10001-201-300-10018,10001,201,300,10018,水利部,http://www.mwr.gov.cn/, ,http://www.mwr.gov.cn/favicon.ico,国务院,组成部门,,999,,,16,,,,,
10001-201-300-10019,10001,201,300,10019,农业农村部,http://www.moa.gov.cn/, ,http://www.moa.gov.cn/favicon.ico,国务院,组成部门,,999,,,16,,,,,
10001-201-300-10020,10001,201,300,10020,商务部,http://www.mofcom.gov.cn/, ,http://www.mofcom.gov.cn/assets/i/favicon_bak.png,国务院,组成部门,,999,,,32,,,,,
10001-201-300-10021,10001,201,300,10021,文化和旅游部,https://www.mct.gov.cn/, ,https://www.mct.gov.cn/favicon.ico,国务院,组成部门,,999,999,,32,,,,,
10001-201-300-10022,10001,201,300,10022,国家卫生健康委员会,http://www.nhc.gov.cn/, ,https://www.google.com/s2/favicons?domain=http://www.nhc.gov.cn/,国务院,组成部门,,999,,,,,,,,
10001-201-300-10023,10001,201,300,10023,退役军人事务部,https://www.mct.gov.cn/, ,http://www.mva.gov.cn/favicon.ico,国务院,组成部门,,999,,,16,,,,,
10001-201-300-10024,10001,201,300,10024,应急管理部,http://www.mem.gov.cn/, ,http://www.mem.gov.cn/image/favicon.ico,国务院,组成部门,,999,999,,64,,,,,
10001-201-300-10025,10001,201,300,10025,中国人民银行,http://www.pbc.gov.cn/, ,http://www.pbc.gov.cn/rmyh/uiFramework/commonResource/image/logo.ico,国务院,组成部门,,999,,,16,,,,,
10001-201-300-10026,10001,201,300,10026,审计署,http://www.audit.gov.cn/, ,https://www.google.com/s2/favicons?domain=http://www.audit.gov.cn/,国务院,组成部门,,999,,,,,,,,
10001-202-300-10001,10001,202,300,10001,国有资产监督管理委员会,http://www.sasac.gov.cn/,国务院国有资产监督管理委员会,http://www.sasac.gov.cn/dbsource/11869722/11869731.jpg,国务院,直属特设机构,,999,,,30,,,,,
10001-203-300-10001,10001,203,300,10001,海关总署,http://www.customs.gov.cn/, ,https://www.google.com/s2/favicons?domain=http://www.customs.gov.cn/,国务院,直属机构,,999,999,,,,,,,
10001-203-300-10002,10001,203,300,10002,国家税务总局,http://www.chinatax.gov.cn/, ,https://www.google.com/s2/favicons?domain=http://www.chinatax.gov.cn/,国务院,直属机构,,999,,,,,,,,
10001-203-300-10003,10001,203,300,10003,国家市场监督管理总局,http://www.samr.gov.cn/, ,http://www.samr.gov.cn/favicon.ico,国务院,直属机构,,999,,,16,,,,,
10001-203-300-10003,10001,203,300,10003,（国家认证认可监督管理委员会）,http://www.cnca.gov.cn/, ,http://www.cnca.gov.cn/favicon.ico,国务院,直属机构,,999,,,16,,,,,
10001-203-300-10003,10001,203,300,10003,（国家标准化管理委员会）,http://www.sac.gov.cn/, ,http://www.sac.gov.cn/favicon.ico,国务院,直属机构,,999,,,16,,,,,
10001-203-300-10004,10001,203,300,10004,国家广播电视总局,http://www.nrta.gov.cn/, ,http://www.nrta.gov.cn/favicon.ico,国务院,直属机构,,999,,,32,,,,,
10001-203-300-10005,10001,203,300,10005,国家体育总局,http://www.sport.gov.cn/, ,https://www.google.com/s2/favicons?domain=http://www.sport.gov.cn/,国务院,直属机构,,999,,,,,,,,
10001-203-300-10006,10001,203,300,10006,国家统计局,http://www.stats.gov.cn/, ,http://www.stats.gov.cn/favicon.ico,国务院,直属机构,,999,,,16,,,,,
10001-203-300-10007,10001,203,300,10007,国家国际发展合作署,http://www.cidca.gov.cn/, ,http://www.cidca.gov.cn/favicon.ico,国务院,直属机构,,999,,,16,,,,,
10001-203-300-10008,10001,203,300,10008,国家医疗保障局,http://www.nhsa.gov.cn/, ,http://www.nhsa.gov.cn/images/1/fp_pic_24.png,国务院,直属机构,,999,,,19,,,,,
10001-203-300-10009,10001,203,300,10009,国务院参事室,http://www.counsellor.gov.cn/, ,https://www.google.com/s2/favicons?domain=http://www.counsellor.gov.cn/,国务院,直属机构,,999,,,,,,,,
10001-203-300-10010,10001,203,300,10010,国家机关事务管理局,http://www.ggj.gov.cn/, ,https://www.google.com/s2/favicons?domain=http://www.ggj.gov.cn/,国务院,直属机构,,999,,,,,,,,
10001-203-300-10011,10001,203,300,10011,国家版权局网,http://www.ncac.gov.cn/, ,http://www.ncac.gov.cn/chinacopyright/favicon.ico,国务院,直属机构,,999,,,32,,,,,
10001-203-300-10012,10001,203,300,10012,国家宗教事务局,http://www.sara.gov.cn/gjzjswjhtml/index.html, ,https://www.google.com/s2/favicons?domain=http://www.sara.gov.cn/gjzjswjhtml/index.html,国务院,直属机构,,999,,,,,,,,
10001-204-300-10001,10001,204,300,10001,国务院港澳事务办公室,https://www.hmo.gov.cn/, ,https://www.google.com/s2/favicons?domain=https://www.hmo.gov.cn/,国务院,办事机构,,999,,,,,,,,
10001-204-300-10002,10001,204,300,10002,国务院研究室,http://www.gov.cn/guoqing/2018-06/22/content_5300522.htm, ,http://www.gov.cn/govweb/xhtml/favicon.ico,国务院,办事机构,,999,999,,16,,,,,
10001-204-300-10003,10001,204,300,10003,国务院侨务办公室,http://www.gqb.gov.cn/, ,https://www.google.com/s2/favicons?domain=http://www.gqb.gov.cn/,国务院,办事机构,,999,,,,,,,,
10001-204-300-10004,10001,204,300,10004,国务院台湾事务办公室,http://www.gwytb.gov.cn/, ,https://www.google.com/s2/favicons?domain=http://www.gwytb.gov.cn/,国务院,办事机构,,999,,,,,,,,
10001-204-300-10005,10001,204,300,10005,中共中央网络安全和信息化委员会办公室,http://www.cac.gov.cn/, ,http://www.cac.gov.cn/favicon.ico,国务院,办事机构,,999,,,16,,,,,
10001-204-300-10006,10001,204,300,10006,国务院新闻办公室,http://www.scio.gov.cn/index.htm, ,http://www.scio.gov.cn/favicon.ico,国务院,办事机构,,999,,,256,,,,,
10001-205-300-10001,10001,205,300,10001,新华通讯社,http://203.192.6.89/xhs/, ,https://www.google.com/s2/favicons?domain=http://203.192.6.89/xhs/,国务院,直属事业单位,,999,,,,,,,,
10001-205-300-10002,10001,205,300,10002,中国科学院,http://www.cas.ac.cn/, ,http://www.cas.cn/lib/images/favicon.ico,国务院,直属事业单位,,999,999,,64,,,,,
10001-205-300-10003,10001,205,300,10003,中国社会科学院,http://cass.cssn.cn/, ,http://cass.cssn.cn/favicon.ico,国务院,直属事业单位,,999,,,16,,,,,
10001-205-300-10004,10001,205,300,10004,中国工程院,http://www.cae.cn/, ,http://www.cae.cn/cae/favicon.ico,国务院,直属事业单位,,999,999,,32,,,,,
10001-205-300-10005,10001,205,300,10005,国务院发展研究中心,https://www.drc.gov.cn/default.aspx, ,https://www.google.com/s2/favicons?domain=https://www.drc.gov.cn/default.aspx,国务院,直属事业单位,,999,,,,,,,,
10001-205-300-10006,10001,205,300,10006,中央广播电视总台,http://www.cnr.cn/, ,http://www.cnr.cn/favicon.ico,国务院,直属事业单位,,999,999,,16,,,,,
10001-205-300-10007,10001,205,300,10007,中国气象局,http://www.cma.gov.cn/, ,http://www.cma.gov.cn/favicon.ico,国务院,直属事业单位,,999,,,16,,,,,
10001-205-300-10008,10001,205,300,10008,中国银行保险监督管理委员会,http://www.cbirc.gov.cn/cn/view/pages/index/index.html, ,http://www.cbirc.gov.cn/cn/static/favicon.ico,国务院,直属事业单位,,999,999,,128,,,,,
10001-205-300-10009,10001,205,300,10009,中国证券监督管理委员会,http://www.csrc.gov.cn/pub/newsite/, ,https://www.google.com/s2/favicons?domain=http://www.csrc.gov.cn/pub/newsite/,国务院,直属事业单位,,999,,,,,,,,
10001-206-300-10001,10001,206,300,10001,国家信访局,https://www.gjxfj.gov.cn/gjxfj/index.htm, ,https://www.gjxfj.gov.cn/favicon.ico,国务院,国家局,,999,999,,32,,,,,
10001-206-300-10002,10001,206,300,10002,国家粮食和物资储备局,http://www.lswz.gov.cn/, ,http://www.lswz.gov.cn/html/xhtml/images/favicon.ico,国务院,国家局,,999,,,16,,,,,
10001-206-300-10003,10001,206,300,10003,国家能源局,http://www.nea.gov.cn/, ,https://www.google.com/s2/favicons?domain=http://www.nea.gov.cn/,国务院,国家局,,999,,,,,,,,
10001-206-300-10004,10001,206,300,10004,国家国防科技工业局,http://www.sastind.gov.cn/, ,https://www.google.com/s2/favicons?domain=http://www.sastind.gov.cn/,国务院,国家局,,999,,,,,,,,
10001-206-300-10005,10001,206,300,10005,国家烟草专卖局,http://www.tobacco.gov.cn/gjyc/index.shtml, ,https://www.google.com/s2/favicons?domain=http://www.tobacco.gov.cn/gjyc/index.shtml,国务院,国家局,,999,,,,,,,,
10001-206-300-10006,10001,206,300,10006,国家移民管理局,https://www.nia.gov.cn/, ,https://www.nia.gov.cn/titlepic/new-guohui.ico,国务院,国家局,,999,999,,1024,,,,,
10001-206-300-10007,10001,206,300,10007,国家林业和草原局,http://www.forestry.gov.cn/, ,http://www.forestry.gov.cn/favicon.ico,国务院,国家局,,999,,,53,,,,,
10001-206-300-10007,10001,206,300,10007,（国家公园管理局）,http://www.forestry.gov.cn/, ,http://www.forestry.gov.cn/favicon.ico,国务院,国家局,,999,,,53,,,,,
10001-206-300-10008,10001,206,300,10008,国家铁路局,http://www.nra.gov.cn/, ,https://www.google.com/s2/favicons?domain=http://www.nra.gov.cn/,国务院,国家局,,999,,,,,,,,
10001-206-300-10009,10001,206,300,10009,中国民用航空局,http://www.caac.gov.cn/index.html, ,http://www.caac.gov.cn/images/favicon.png,国务院,国家局,,999,,,197,,,,,
10001-206-300-10010,10001,206,300,10010,国家邮政局,http://www.spb.gov.cn/, ,https://www.google.com/s2/favicons?domain=http://www.spb.gov.cn/,国务院,国家局,,999,,,,,,,,
10001-206-300-10011,10001,206,300,10011,国家文物局,http://www.ncha.gov.cn/, ,https://www.google.com/s2/favicons?domain=http://www.ncha.gov.cn/,国务院,国家局,,999,,,,,,,,
10001-206-300-10012,10001,206,300,10012,国家中医药管理局,http://www.satcm.gov.cn/, ,http://www.satcm.gov.cn/favicon.ico,国务院,国家局,,999,,,256,,,,,
10001-206-300-10013,10001,206,300,10013,国家矿山安全监察局,http://www.chinacoal-safety.gov.cn/, ,,国务院,国家局,,999,,,,,,,,
10001-206-300-10014,10001,206,300,10014,国家外汇管理局,http://www.safe.gov.cn/, ,http://www.safe.gov.cn/safe/templateresource/372b1dfdab204181b9b4f943a8e926a6/images/safe.ico,国务院,国家局,,999,,,32,,,,,
10001-206-300-10015,10001,206,300,10015,国家药品监督管理局,https://www.nmpa.gov.cn/, ,https://www.nmpa.gov.cn/wbppimages/favicon.ico,国务院,国家局,,999,999,,16,,,,,
10001-206-300-10016,10001,206,300,10016,国家知识产权局,https://www.cnipa.gov.cn/, ,https://www.cnipa.gov.cn/favicon.ico,国务院,国家局,,999,999,,128,,,,,
10001-206-300-10017,10001,206,300,10017,国家档案局,https://www.saac.gov.cn/, ,https://www.google.com/s2/favicons?domain=https://www.saac.gov.cn/,国务院,国家局,,999,,,,,,,,
10001-206-300-10018,10001,206,300,10018,国家保密局,http://www.gjbmj.gov.cn/, ,https://www.google.com/s2/favicons?domain=http://www.gjbmj.gov.cn/,国务院,国家局,,999,,,,,,,,
10001-206-300-10019,10001,206,300,10019,国家密码管理局,https://www.oscca.gov.cn/, ,https://www.google.com/s2/favicons?domain=https://www.oscca.gov.cn/,国务院,国家局,,999,,,,,,,,
10001-207-300-10001,10001,207,300,10001,香港中联办,http://www.locpg.hk/,中央人民政府驻香港特别行政区联络办公室,http://www.locpg.hk/favicon.ico,国务院,派出机构,,999,,,32,,,,,
10001-207-300-10002,10001,207,300,10002,澳门中联办,http://www.zlb.gov.cn/,中央人民政府驻澳门特别行政区联络办公室, ,国务院,派出机构,,999,,,,,,,,
10001-207-300-10003,10001,207,300,10003,中央驻港国家安全公署,,中央人民政府驻香港特别行政区维护国家安全公署, ,国务院,派出机构,,,,,,,,,,
10002-200-300-10000,10002,200,300,10000,中国政协网,http://www.cppcc.gov.cn/, ,http://www.cppcc.gov.cn/image/favicon.ico,政协,,,999,,,16,,,,,
10002-201-300-10000,10002,201,300,10000,北京政协,http://www.bjzx.gov.cn/, ,http://test1.ttde.cn/bjzx/m/image/favicon.ico,政协,北京,,999,,,25,,,,,
10002-202-300-10000,10002,202,300,10000,天津政协,http://www.tjszx.gov.cn/, ,https://www.google.com/s2/favicons?domain=http://www.tjszx.gov.cn/,政协,天津,,999,,,,,,,,
10002-203-300-10000,10002,203,300,10000,上海政协,http://www.shszx.gov.cn/, ,https://www.google.com/s2/favicons?domain=http://www.shszx.gov.cn/,政协,上海,,999,,,,,,,,
10002-204-300-10000,10002,204,300,10000,重庆政协,http://www.cqzx.gov.cn/, ,https://www.google.com/s2/favicons?domain=http://www.cqzx.gov.cn/,政协,重庆,,999,,,,,,,,
10002-205-300-10000,10002,205,300,10000,广西政协,http://www.gxzx.gov.cn/, ,http://www.gxzx.gov.cn/favicon.ico,政协,广西,,999,,,241,,,,,
10002-206-300-10000,10002,206,300,10000,内蒙古政协,http://www.nmgzx.gov.cn/webpage/homepage/index.html, ,http://www.nmgzx.gov.cn/favicon.ico,政协,内蒙古,,999,999,,268,,,,,
10002-207-300-10000,10002,207,300,10000,宁夏政协,http://www.nxzx.gov.cn/, ,https://www.google.com/s2/favicons?domain=http://www.nxzx.gov.cn/,政协,宁夏,,999,,,,,,,,
10002-208-300-10000,10002,208,300,10000,西藏政协,http://www.xizangzx.gov.cn/, ,http://www.xizangzx.gov.cn/images/favicon.ico,政协,西藏,,999,,,16,,,,,
10002-209-300-10000,10002,209,300,10000,新疆政协,http://www.xjzx.gov.cn/, ,https://www.google.com/s2/favicons?domain=http://www.xjzx.gov.cn/,政协,新疆,,999,,,,,,,,
10002-210-300-10000,10002,210,300,10000,安徽政协,http://www.ahzx.gov.cn/, ,https://www.google.com/s2/favicons?domain=http://www.ahzx.gov.cn/,政协,安徽,,999,,,,,,,,
10002-211-300-10000,10002,211,300,10000,福建政协,http://www.fjzx.gov.cn/, ,http://www.fjzx.gov.cn/r/cms/www/fjszxmhwz/image/favicon.ico,政协,福建,,999,,,25,,,,,
10002-212-300-10000,10002,212,300,10000,甘肃政协,http://www.gszx.gov.cn/, ,http://www.gszx.gov.cn/favicon.ico,政协,甘肃,,999,,,32,,,,,
10002-213-300-10000,10002,213,300,10000,广东政协,http://www.gdzxb.gov.cn/, ,http://www.gdzxb.gov.cn/favicon.ico,政协,广东,,999,,,32,,,,,
10002-213-301-10000,10002,213,301,10000,广州市政协,https://www.gzzx.gov.cn/, ,https://www.gzzx.gov.cn/images/iconcf134.ico,政协,广东,广州市,999,999,,40,,,,,
10002-213-302-10000,10002,213,302,10000,深圳市政协,http://www.szzx.gov.cn/, ,https://www.google.com/s2/favicons?domain=http://www.szzx.gov.cn/,政协,广东,深圳市,999,,,,,,,,
10002-213-303-10000,10002,213,303,10000,珠海市政协,http://www.zhzx.gov.cn/, ,https://www.google.com/s2/favicons?domain=http://www.zhzx.gov.cn/,政协,广东,珠海市,999,,,,,,,,
10002-213-304-10000,10002,213,304,10000,汕头市政协,http://stzx.shantou.gov.cn/, ,https://www.google.com/s2/favicons?domain=http://stzx.shantou.gov.cn/,政协,广东,汕头市,999,,,,,,,,
10002-213-304-10001,10002,213,304,10001,金平区政协,http://www.jpzx.gov.cn/welcome, ,http://www.jpzx.gov.cn/favicon.ico,政协,广东,汕头市,999,999,,16,,,,,
10002-213-305-10000,10002,213,305,10000,佛山市政协,http://www.fszx.gov.cn/, ,https://www.google.com/s2/favicons?domain=http://www.fszx.gov.cn/,政协,广东,佛山市,999,,,,,,,,
10002-213-306-10000,10002,213,306,10000,韶关市政协,http://www.sgzxb.gov.cn/, ,https://www.google.com/s2/favicons?domain=http://www.sgzxb.gov.cn/,政协,广东,韶关市,999,,,,,,,,
10002-213-307-10000,10002,213,307,10000,河源市政协,http://www.gdhyzx.gov.cn/hyzx/index.html, ,https://www.google.com/s2/favicons?domain=http://www.gdhyzx.gov.cn/hyzx/index.html,政协,广东,河源市,999,,,,,,,,
10002-213-308-10000,10002,213,308,10000,梅州市政协,http://www.mzzx.gov.cn/, ,https://www.google.com/s2/favicons?domain=http://www.mzzx.gov.cn/,政协,广东,梅州市,999,,,,,,,,
10002-213-309-10000,10002,213,309,10000,惠州市政协,http://zx.huizhou.gov.cn/, ,https://www.google.com/s2/favicons?domain=http://zx.huizhou.gov.cn/,政协,广东,惠州市,999,,,,,,,,
10002-213-310-10000,10002,213,310,10000,汕尾市政协,http://www.swzx.gov.cn/, ,https://www.google.com/s2/favicons?domain=http://www.swzx.gov.cn/,政协,广东,汕尾市,999,,,,,,,,
10002-213-311-10000,10002,213,311,10000,东莞市政协,http://dgzx.dg.gov.cn/, ,https://www.google.com/s2/favicons?domain=http://dgzx.dg.gov.cn/,政协,广东,东莞市,999,,,,,,,,
10002-213-312-10000,10002,213,312,10000,中山市政协,http://zszx.zsnews.cn/, ,https://www.google.com/s2/favicons?domain=http://zszx.zsnews.cn/,政协,广东,中山市,999,,,,,,,,
10002-213-313-10000,10002,213,313,10000,江门市政协,http://zx.jiangmen.cn/, ,https://www.google.com/s2/favicons?domain=http://zx.jiangmen.cn/,政协,广东,江门市,999,,,,,,,,
10002-213-314-10000,10002,213,314,10000,阳江市政协,https://www.yjszx.gov.cn/default.html, ,https://www.google.com/s2/favicons?domain=https://www.yjszx.gov.cn/default.html,政协,广东,阳江市,999,,,,,,,,
10002-213-315-10000,10002,213,315,10000,湛江市政协,http://www.gdzjzx.gov.cn/, ,https://www.google.com/s2/favicons?domain=http://www.gdzjzx.gov.cn/,政协,广东,湛江市,999,999,,,,,,,
10002-213-316-10000,10002,213,316,10000,茂名市政协,http://zx.maoming.gov.cn/website/main/jsp/index.jsp, ,https://www.google.com/s2/favicons?domain=http://zx.maoming.gov.cn/website/main/jsp/index.jsp,政协,广东,茂名市,999,,,,,,,,
10002-213-317-10000,10002,213,317,10000,肇庆市政协,http://zqzx.gov.cn/index.html, ,https://www.google.com/s2/favicons?domain=http://zqzx.gov.cn/index.html,政协,广东,肇庆市,999,,,,,,,,
10002-213-318-10000,10002,213,318,10000,潮州市政协,http://czzx.gov.cn/, ,https://www.google.com/s2/favicons?domain=http://czzx.gov.cn/,政协,广东,潮州市,999,,,,,,,,
10002-213-319-10000,10002,213,319,10000,揭阳市政协,http://www.jieyangzhengxie.gov.cn/, ,https://www.google.com/s2/favicons?domain=http://www.jieyangzhengxie.gov.cn/,政协,广东,揭阳市,999,,,,,,,,
10002-213-320-10000,10002,213,320,10000,云浮市政协,http://zx.yunfu.gov.cn/, ,https://www.google.com/s2/favicons?domain=http://zx.yunfu.gov.cn/,政协,广东,云浮市,999,,,,,,,,
10002-214-300-10000,10002,214,300,10000,贵州政协,https://www.gzszx.gov.cn/, ,https://www.google.com/s2/favicons?domain=https://www.gzszx.gov.cn/,政协,贵州,,999,,,,,,,,
10002-215-300-10000,10002,215,300,10000,海南政协,http://www.hainanzx.gov.cn/default.html, ,https://www.google.com/s2/favicons?domain=http://www.hainanzx.gov.cn/default.html,政协,海南,,999,,,,,,,,
10002-216-300-10000,10002,216,300,10000,河北政协,http://www.hebzx.gov.cn/, ,https://www.google.com/s2/favicons?domain=http://www.hebzx.gov.cn/,政协,河北,,999,,,,,,,,
10002-217-300-10000,10002,217,300,10000,河南政协,http://www.hnzx.gov.cn/, ,https://www.google.com/s2/favicons?domain=http://www.hnzx.gov.cn/,政协,河南,,999,999,,,,,,,
10002-218-300-10000,10002,218,300,10000,黑龙江政协,http://www.hljzx.gov.cn/, ,https://www.google.com/s2/favicons?domain=http://www.hljzx.gov.cn/,政协,黑龙江,,999,,,,,,,,
10002-218-301-10000,10002,218,301,10000,哈尔滨市政协,https://www.hrbzx.gov.cn/, ,https://www.google.com/s2/favicons?domain=https://www.hrbzx.gov.cn/,政协,黑龙江,哈尔滨市,999,,,,,,,,
10002-219-300-10000,10002,219,300,10000,湖北政协,https://www.hbzx.gov.cn/, ,https://www.hbzx.gov.cn/favicon.ico,政协,湖北,,999,999,,32,,,,,
10002-219-301-10000,10002,219,301,10000,武汉市政协,http://www.whzx.org.cn/, ,https://www.google.com/s2/favicons?domain=http://www.whzx.org.cn/,政协,湖北,武汉市,999,,,,,,,,
10002-220-300-10000,10002,220,300,10000,湖南政协,https://www.hunanzx.gov.cn/, ,https://www.google.com/s2/favicons?domain=https://www.hunanzx.gov.cn/,政协,湖南,,999,,,,,,,,
10002-221-300-10000,10002,221,300,10000,吉林政协,http://www.jlzx.gov.cn/index.jhtml, ,https://www.google.com/s2/favicons?domain=http://www.jlzx.gov.cn/index.jhtml,政协,吉林,,999,,,,,,,,
10002-222-300-10000,10002,222,300,10000,江苏政协,http://www.jszx.gov.cn/, ,https://www.google.com/s2/favicons?domain=http://www.jszx.gov.cn/,政协,江苏,,999,,,,,,,,
10002-223-300-10000,10002,223,300,10000,江西政协,https://jxzx.jxnews.com.cn/, ,https://www.google.com/s2/favicons?domain=https://jxzx.jxnews.com.cn/,政协,江西,,999,,,,,,,,
10002-224-300-10000,10002,224,300,10000,辽宁政协,http://www.lnzx.gov.cn/, ,https://www.google.com/s2/favicons?domain=http://www.lnzx.gov.cn/,政协,辽宁,,999,,,,,,,,
10002-225-300-10000,10002,225,300,10000,青海政协,http://www.qhszx.gov.cn/, ,https://www.google.com/s2/favicons?domain=http://www.qhszx.gov.cn/,政协,青海,,999,,,,,,,,
10002-226-300-10000,10002,226,300,10000,山东政协,http://www.sdzx.gov.cn/, ,https://www.google.com/s2/favicons?domain=http://www.sdzx.gov.cn/,政协,山东,,999,,,,,,,,
10002-227-300-10000,10002,227,300,10000,山西政协,http://www.shanxizx.gov.cn/, ,https://www.google.com/s2/favicons?domain=http://www.shanxizx.gov.cn/,政协,山西,,999,,,,,,,,
10002-228-300-10000,10002,228,300,10000,陕西政协,http://www.sxzx.gov.cn/, ,http://www.sxzx.gov.cn/favicon.ico,政协,陕西,,999,,,32,,,,,
10002-229-300-10000,10002,229,300,10000,四川政协,http://www.sczx.gov.cn/, ,https://www.google.com/s2/favicons?domain=http://www.sczx.gov.cn/,政协,四川,,999,,,,,,,,
10002-230-300-10000,10002,230,300,10000,云南政协,http://www.ynzx.gov.cn/, ,https://www.google.com/s2/favicons?domain=http://www.ynzx.gov.cn/,政协,云南,,999,,,,,,,,
10002-231-300-10000,10002,231,300,10000,浙江政协,http://www.zjzx.gov.cn/, ,http://www.zjzx.gov.cn/favicon.ico,政协,浙江,,999,,,32,,,,,
10003-200-300-10001,10003,200,300,10001,光明网,http://www.gmw.cn/, ,http://www.gmw.cn/favicon.ico,中央媒体,,,999,999,,64,,,,,
10003-200-300-10002,10003,200,300,10002,新华网,http://www.xinhuanet.com/, ,http://www.xinhuanet.com/favicon.ico,中央媒体,,,999,,,16,,,,,
10003-200-300-10003,10003,200,300,10003,人民网,http://www.people.com.cn/, ,http://www.people.com.cn/favicon.ico,中央媒体,,,999,,,16,,,,,
10003-200-300-10004,10003,200,300,10004,央广网,http://www.cnr.cn/, ,http://www.cnr.cn/favicon.ico,中央媒体,,,999,999,,16,,,,,
10003-200-300-10005,10003,200,300,10005,央视网,https://www.cctv.com/, ,https://www.cctv.com/favicon.ico,中央媒体,,,999,999,,16,,,,,
10003-200-300-10006,10003,200,300,10006,中国经济网,http://www.ce.cn/, ,http://www.ce.cn/favicon.ico,中央媒体,,,999,,,16,,,,,
10003-200-300-10007,10003,200,300,10007,中国日报网,http://www.chinadaily.com.cn/, ,http://www.chinadaily.com.cn/favicon.ico,中央媒体,,,999,999,,32,,,,,
10003-200-300-10008,10003,200,300,10008,求是网,http://www.qstheory.cn/, ,http://www.qstheory.cn/favicon.ico,中央媒体,,,999,,,16,,,,,
