序号,1级,2级,3级,级内,简称,网址,描述title,图标地址,版层分类,首要关键词,次要关键词,重点关键词,判断网址,判断图片,其他标签,图标像素,备案/未备案,经营性/非经营性,反链接
10703-10-10-100,10703,10,10,100,国信证券,https://www.guosen.com.cn/gs/index.html, ,https://www.guosen.com.cn/favicon.ico,金融机构,证券公司,,,可访,图标,,64,已备案,,
10703-10-10-101,10703,10,10,101,国泰君安证券,https://www.gtja.com/, ,https://www.google.com/s2/favicons?domain=https://www.gtja.com/,金融机构,证券公司,,,可访,,,,已备案,,
10703-10-10-102,10703,10,10,102,广发证券,http://www.gf.com.cn/, ,http://www.gf.com.cn/images/favicon.ico,金融机构,证券公司,,,可访,,,32,已备案,,
10703-10-10-103,10703,10,10,103,中国银河证券,http://www.chinastock.com.cn/, ,https://www.google.com/s2/favicons?domain=http://www.chinastock.com.cn/,金融机构,证券公司,,,可访,图标,,,已备案,,
10703-10-10-104,10703,10,10,104,方正证券,https://www.foundersc.com/, ,https://www.foundersc.com/r/cms/www/default/img/logo1.ico,金融机构,证券公司,,,可访,图标,,16,已备案,,
10703-10-10-105,10703,10,10,105,光大证券,http://www.ebscn.com/main/index/index.html, ,http://www.ebscn.com/favicon.ico,金融机构,证券公司,,,可访,,,16,已备案,,
10703-10-10-106,10703,10,10,106,华泰证券,https://www.htsc.com.cn/, ,https://www.htsc.com.cn/favicon.ico,金融机构,证券公司,,,可访,图标,,16,已备案,,
10703-10-10-107,10703,10,10,107,安信证券,http://www.essence.com.cn/, ,http://static1.essence.com.cn/v6/img/logoico.ico,金融机构,证券公司,,,可访,图标,,16,已备案,,
10703-10-10-108,10703,10,10,108,西部证券,http://www.west95582.com/jdw/index.html, ,http://www.west95582.com/jdw/images/favicon.ico,金融机构,证券公司,,,可访,图标,,32,已备案,,
10703-10-10-109,10703,10,10,109,中信证券,http://www.cs.ecitic.com/newsite/, ,http://www.cs.ecitic.com/newsite/favicon.ico,金融机构,证券公司,,,可访,,,16,已备案,,
10703-10-10-110,10703,10,10,110,国海证券,http://www.ghzq.com.cn/, ,https://www.google.com/s2/favicons?domain=http://www.ghzq.com.cn/,金融机构,证券公司,,,可访,图标,,,已备案,,
10705-10-10-100,10705,10,10,100,,, ,,金融机构,资产管理公司,,,,,,,,,
10705-10-10-101,10705,10,10,101,中国东方资产管理股份有限公司,http://www.coamc.com.cn/, ,http://www.coamc.com.cn/tpgh/201506/P020150626338242331997.ico,金融机构,资产管理公司,,,可访,,,16,已备案,,
10705-10-10-102,10705,10,10,102,中国信达资产管理股份有限公司,http://www.cinda.com.cn/xdjt/xdjtpd/index.shtml, ,,金融机构,资产管理公司,,,可访,,,,已备案,,
10705-10-10-103,10705,10,10,103,中国长城资产管理股份有限公司,http://www.gwamcc.com/, ,,金融机构,资产管理公司,,,可访,,,,已备案,,
10705-10-10-104,10705,10,10,104,中国华融资产管理股份有限公司,http://www.chamc.com.cn/, ,,金融机构,资产管理公司,,,可访,,,,已备案,,
10801-10-10-100,10801,10,10,100,阿里云,https://cn.aliyun.com/, ,https://img.alicdn.com/tfs/TB1_ZXuNcfpK1RjSZFOXXa6nFXa-32-32.ico,互联网,云服务,,,可访,图标,,32,已备案,经营性,
10801-10-10-101,10801,10,10,101,腾讯云,https://cloud.tencent.com/, ,https://cloud.tencent.com/favicon.ico?t=201902181234,互联网,云服务,,,可访,图标,,32,已备案,经营性,
10801-10-10-102,10801,10,10,102,百度云,https://cloud.baidu.com/, ,https://bce.bdstatic.com/img/favicon.ico,互联网,云服务,,,可访,图标,,128,已备案,经营性,
10801-10-10-103,10801,10,10,103,华为云,https://www.huaweicloud.com/, ,https://res-static3.huaweicloud.com/content/dam/cloudbu-site/archive/commons/web_resoure/framework/favicon/favicon.ico?sttl=202012172120,互联网,云服务,,,可访,图标,,16,已备案,经营性,
10801-10-10-104,10801,10,10,104,AWS,https://aws.amazon.com/cn/, ,https://a0.awsstatic.com/libra-css/images/site/fav/favicon.ico,互联网,云服务,,,可访,图标,,16,境外,,
10801-10-10-105,10801,10,10,105,Google Cloud,https://cloud.google.com/, ,https://www.gstatic.com/devrel-devsite/prod/v3069b08f6c9d146fa6a9c7f184b2836998ab5f12cefec1342a7bf6dca024aa94/cloud/images/favicons/onecloud/favicon.ico,互联网,云服务,,,可访,图标,,32,境外,,
10802-10-10-100,10802,10,10,100,网易云课堂,https://study.163.com/, ,https://study.163.com/favicon.ico,互联网,线上课堂,,,可访,图标,,16,,,
10802-10-10-101,10802,10,10,101,中国大学MOOC,https://www.icourse163.org/, ,https://edu-image.nosdn.127.net/32a8dd2a-b9aa-4ec9-abd5-66cd8751befb.png?imageView&quality=100,互联网,线上课堂,,,可访,图标,,64,,,
10901-10-10-100,10901,10,10,100,BOSS直聘,https://www.zhipin.com/,,https://www.zhipin.com/favicon.ico,岗位供需,发布平台,,,可访,图标,,16,,,
10901-10-10-101,10901,10,10,101,拉勾,https://www.lagou.com/,,https://www.lgstatic.com/lg-www-fed/common/static/favicon_faed927.ico,岗位供需,发布平台,,,可访,图标,,16,,,
10901-10-10-102,10901,10,10,102,猎聘,https://www.liepin.com/,,https://concat.lietou-static.com/fe-www-pc/v5/static/favicon.e6edbc00.ico,岗位供需,发布平台,,,可访,图标,,32,,,
10901-10-10-103,10901,10,10,103,大街,https://www.dajie.com/,,https://assets.dajieimg.com/images/favicon.ico,岗位供需,发布平台,,,可访,图标,,16,,,
10901-10-10-104,10901,10,10,104,兼职猫,https://www.jianzhimao.com/,,https://oss.aliyuncs.com/jianzhimao/web-res/icon/jianzhimao-logo-min.png?version=20210316..$[+1],岗位供需,发布平台,,,可访,图标,,60,,,
10901-10-10-105,10901,10,10,105,CSDN,https://job.csdn.net/,,https://job.csdn.net/favicon.ico,岗位供需,发布平台,,,可访,图标,,64,,,
10901-10-10-106,10901,10,10,106,智联招聘,https://www.zhaopin.com/,,https://common-bucket.zhaopin.cn/img/zhilian-ico/zhilian-ico-1.0.0.png,岗位供需,发布平台,,,可访,图标,,48,,,
10901-10-10-107,10901,10,10,107,前程无忧,https://www.51job.com/,,https://www.51job.com/favicon.ico,岗位供需,发布平台,,,可访,图标,,16,,,
11001-10-10-100,11001,10,10,100,世界数字图书馆,https://www.wdl.org/zh/,联合国教科文组织协办的电子书网站，精选全球各大图书馆藏品。数量不太大，但多为精品。,https://www.wdl.org/static/img/logos/wdl-152x152.3c48b49bd60d.png,数字宝库,数字图书馆,,,可访,图标,,152,,,
11001-11-10-100,11001,11,10,100,,,,,数字宝库,数字图书馆,大型图书馆,,,,,,,,
11001-11-11-101,11001,11,11,101,中国国家图书馆,http://www.nlc.cn,内有古籍、民国图书、民国期刊等免费数据库 ，部分商业数据库，可注册后使用。,,数字宝库,数字图书馆,大型图书馆,中国国家图书馆,可访,,,,,,
11001-11-12-101,11001,11,12,101,One Search,https://search.nlb.gov.sg/,,,数字宝库,数字图书馆,大型图书馆,新加坡国家图书馆,可访,,,,,,
11001-11-12-102,11001,11,12,102,电子资源,https://eresources.nlb.gov.sg/,,,数字宝库,数字图书馆,大型图书馆,新加坡国家图书馆,可访,,,,,,
11001-11-13-101,11001,11,13,101,古典籍资料,https://dl.ndl.go.jp/,,,数字宝库,数字图书馆,大型图书馆,日本国会图书馆,可访,,,,,,
11001-12-10-100,11001,12,10,100,,,,,数字宝库,数字图书馆,院校图书馆,,,,,,,,
11001-12-11-101,11001,12,11,101,数据库索引,https://libguides.lib.hku.hk/az.php,,,数字宝库,数字图书馆,院校图书馆,香港大学,可访,,,,,,
11001-12-12-101,11001,12,12,101,数据库索引,https://databases.hollis.harvard.edu/primo-explore/search?vid=HVD_DB&lang=en_US,,,数字宝库,数字图书馆,院校图书馆,哈佛大学,可访,,,,,,
11001-12-12-102,11001,12,12,102,哈佛燕京图书馆数字馆藏,https://guides.library.harvard.edu/Chinese?utm_source=Library+Staff&utm_campaign=9fca5a7bb3-EMAIL_CAMPAIGN_2017_06_28&utm_medium=email&utm_term=0_4bb25c0228-9fca5a7bb3-26352423#s-lg-box-6321879,,,数字宝库,数字图书馆,院校图书馆,哈佛大学,可访,,,,,,
11001-12-13-101,11001,12,13,101,东亚图书馆,http://www.columbia.edu/cu/lweb/digital/collections/eastasian/paper_gods/index.html,,,数字宝库,数字图书馆,院校图书馆,哥伦比亚大学,可访,,,,,,
11001-12-14-101,11001,12,14,101,公开取用电子书,http://ebooks.lib.ntu.edu.tw/Home/ListBooks,,,数字宝库,数字图书馆,院校图书馆,台湾大学,可访,,,,,,
11001-12-14-102,11001,12,14,102,台湾历史数位图书馆研究工具集,http://thdl.ntu.edu.tw/tools/,,,数字宝库,数字图书馆,院校图书馆,台湾大学,可访,,,,,,
11001-12-15-101,11001,12,15,101,狮山学馆,http://ancb.njtc.edu.cn/,,,数字宝库,数字图书馆,院校图书馆,内江师范学院,可访,,,,,,
11001-12-16-101,11001,12,16,101,梵文写本,http://cudl.lib.cam.ac.uk/collections/sanskrit/1,,,数字宝库,数字图书馆,院校图书馆,英国剑桥大学,可访,,,,,,
11001-12-17-101,11001,12,17,101,数据库资源导航,https://dwz.cn/04OMn1iC,,,数字宝库,数字图书馆,院校图书馆,山东大学,可访,,,,,,
11001-12-17-102,11001,12,17,102,Gale Scholar,https://dwz.cn/0bz5szYB,Gale Scholar-Archives Unbound珍稀原始典藏档案数据库中28个主题。Gale Scholar是Gale公司的大型数据库集成产品， 为用户呈现 1 亿 7000 万页、跨越全球 500 年历史的珍稀原始文献资源，最早的历史资料可追溯到十五世纪，资料类型包括图书、地图、照片、报纸、手稿、期刊、视频和音频等。文献全部来自于权威机构如大英图书馆、美国国家档案馆、英国国家档案馆、美国国务院档案馆、哈佛大学图书馆、耶鲁大学图书馆、哥伦比亚大学图书馆、牛津、剑桥等等。这些文献包含解密档案、政府文件、手稿、报刊、照片等，内容极为丰富，对社会科学、历史、哲学、教育、国际关系、国际政治、经济史、法律、文学、艺术等学科有独特价值。,,数字宝库,数字图书馆,院校图书馆,山东大学,可访,,,,,,
11001-13-10-100,11001,13,10,100,,,,,数字宝库,数字图书馆,地方图书馆,,,,,,,,
11001-13-11-101,11001,13,11,101,湖北方志库,http://gjpt.library.hb.cn:8991/qt-zxsk.html,,,数字宝库,数字图书馆,地方图书馆,湖北省图书馆,可访,,,,,,
11001-13-11-102,11001,13,11,102,湖北家谱库,http://gjpt.library.hb.cn:8991/home/jp_index.html,,,数字宝库,数字图书馆,地方图书馆,湖北省图书馆,可访,,,,,,
11001-13-12-101,11001,13,12,101,湖州数字图书馆,http://www.hzetsg.com/interlibSSO/main/main.jsp,,,数字宝库,数字图书馆,地方图书馆,湖州市图书馆,可访,,,,,,
11001-13-13-101,11001,13,13,101,数字古籍,http://lzslib.lzslib.org.cn/class.asp?classid=3,,,数字宝库,数字图书馆,地方图书馆,阆中市图书馆,可访,,,,,,
11001-13-14-101,11001,13,14,101,清人文集全文影像数据库,http://www2.jslib.org.cn/was5/web/qrwj.htm,南京图书馆藏清人文集全文影像数据库,,数字宝库,数字图书馆,地方图书馆,南京图书馆,可访,,,,,,
11001-13-16-101,11001,13,16,101,上海图书馆,https://library.sh.cn/#/index,,,数字宝库,数字图书馆,地方图书馆,上海图书馆,可访,,,,,,
11001-13-16-102,11001,13,16,102,上图家谱,http://wrd2016.library.sh.cn/channel/stjp/,,,数字宝库,数字图书馆,地方图书馆,上海图书馆,可访,,,,,,
11001-13-17-101,11001,13,17,101,古籍插图库,http://query.clcn.net.cn/GJAndST/gjct1.htm,,,数字宝库,数字图书馆,地方图书馆,首都图书馆,可访,,,,,,
11001-13-17-102,11001,13,17,102,古籍珍善本图像数据库,http://gjzsb.clcn.net.cn/,,,数字宝库,数字图书馆,地方图书馆,首都图书馆,可访,,,,,,
11001-13-18-101,11001,13,18,101,馆藏古籍资源库,http://39.106.82.98:8066/index.html#page1,,,数字宝库,数字图书馆,地方图书馆,唐河图书馆,可访,,,,,,
11001-13-19-101,11001,13,19,101,古籍数字图书馆,http://msq.ynlib.cn/,,,数字宝库,数字图书馆,地方图书馆,云南省图书馆,可访,,,,,,
11001-13-20-101,11001,13,20,101,古籍文献,http://www.zzlib.com/gjl,,,数字宝库,数字图书馆,地方图书馆,枣庄市图书馆,可访,,,,,,
11001-13-21-101,11001,13,21,101,历史文献数据库,http://222.178.203.72:9051/#/,,,数字宝库,数字图书馆,地方图书馆,北碚图书馆,可访,,,,,,
11001-13-22-101,11001,13,22,101,金陵图书馆,http://www.jllib.cn/,,,数字宝库,数字图书馆,地方图书馆,金陵图书馆,可访,,,,,,
11001-14-10-100,11001,14,10,100,加拿大大汉公报,http://chinesetimes.lib.sfu.ca/,,,数字宝库,数字图书馆,旧报纸库,,可访,,,,,,
11001-14-10-101,11001,14,10,101,美国国会图书馆旧报刊数据库,https://chroniclingamerica.loc.gov,可全文检索，免费在线阅览和下载。,,数字宝库,数字图书馆,旧报纸库,,可访,,,,,,
11001-14-10-102,11001,14,10,102,大英图书馆旧报刊数据库,https://www.britishnewspaperarchive.co.uk,可全文检索，收费，个人可注册缴费。,,数字宝库,数字图书馆,旧报纸库,,可访,,,,,,
11002-10-10-100,11002,10,10,100,天一阁博物馆,http://www.tianyige.com.cn:8008/Default,只要注册即可在线浏览,,数字宝库,数字博物馆,,,可访,,,,,,
11002-11-10-100,11002,11,10,100,古籍数字资源库,http://www.tianyige.com.cn:8008/default,,,数字宝库,数字博物馆,天一阁博物馆,,可访,,,,,,
11003-10-10-100,11003,10,10,100,,,,,数字宝库,模板,,,,,,,,,
11003-11-10-100,11003,11,10,100,乔布简历,http://cv.qiaobutang.com/,,http://cv.qiaobutang.com/favicon.ico,数字宝库,模板,简历,,可访,图标,,16,,,
11004-10-10-100,11004,10,10,100,故宫壁纸,https://www.dpm.org.cn/lights/royal.html, ,https://www.dpm.org.cn/favicon.ico,数字宝库,图片,,,可访,图标,,32,已备案,,
11004-11-10-100,11004,11,10,100,极简壁纸,https://bz.zzzmh.cn/, ,https://bz.zzzmh.cn/favicon.ico,数字宝库,图片,壁纸,,可访,图标,,32,已备案,,
11004-11-10-101,11004,11,10,101,云淡风轻,https://bing.ioliu.cn/,必应每日高清壁纸，图片来自必应搜索。,https://bing.ioliu.cn/static/images/bing.ico,数字宝库,图片,壁纸,,可访,图标,,32,,,
11004-11-10-102,11004,11,10,102,wallhaven,https://wallhaven.cc/, ,https://wallhaven.cc/favicon.ico,数字宝库,图片,壁纸,,可访,图标,,16,已备案,,
11004-11-10-103,11004,11,10,103,NET牛人,https://ss.netnr.com/wallpaper, ,https://ss.netnr.com/favicon.ico,数字宝库,图片,壁纸,,可访,图标,,64,已备案,,
11004-11-10-104,11004,11,10,104,图片瀑布,https://joer.ru/, ,https://joer.ru/favicon.ico,数字宝库,图片,壁纸,,可访,图标,,16,已备案,,
11004-12-10-100,11004,12,10,100,Pexels,https://www.pexels.com/zh-cn/,免费素材图片,https://www.pexels.com/favicon.ico,数字宝库,图片,素材,,可访,图标,,64,,,
11004-13-10-100,11004,13,10,100,狗图网,https://www.gooico.com/, ,https://www.gooico.com/favicon.ico,数字宝库,图片,图标,,可访,图标,,32,已备案,,
11004-14-10-100,11004,14,10,100,小歪API,https://api.ixiaowai.cn/, ,,数字宝库,图片,API,,可访,,,,已备案,,
11004-15-10-100,11004,15,10,100,Fontello,https://fontello.com/, icon fonts generator,,数字宝库,图片,文字图标,,可访,,,,,,
11004-15-10-101,11004,15,10,101,IcoMoon,https://icomoon.io/,,,数字宝库,图片,文字图标,,可访,,,,,,
11004-15-10-102,11004,15,10,102,Font Awesome,https://fontawesome.dashgame.com/,,,数字宝库,图片,文字图标,,可访,,,,,,
11101-10-10-100,11101,10,10,100,Google AdSense,https://www.google.com/adsense/, ,https://ssl.gstatic.com/adsense/apps/static/bidi/adsense3_antipasti_server_20210317-12_RC00/common/resources/favicon.ico,名企品集,Google,,,可访,图标,,32,,,
11101-10-10-101,11101,10,10,101,搜索中心,https://developers.google.com/search/docs/advanced/sitemaps/build-sitemap?visit_id=637512990298136122-3148500149&rd=1#addsitemap, ,https://www.gstatic.com/devrel-devsite/prod/va86e410c3836eceeddcebcf4b4d8ca612c34448e39d45400c1d2761bf99aed92/developers/images/favicon.png,名企品集,Google,,,可访,图标,,32,,,
11101-10-10-102,11101,10,10,102,翻译,https://translate.google.cn/, ,https://ssl.gstatic.com/translate/favicon.ico,名企品集,Google,,,可访,图标,,64,,,
11101-10-10-103,11101,10,10,103,Google Cloud,https://cloud.google.com/, ,https://www.gstatic.com/devrel-devsite/prod/v3069b08f6c9d146fa6a9c7f184b2836998ab5f12cefec1342a7bf6dca024aa94/cloud/images/favicons/onecloud/favicon.ico,名企品集,Google,,,可访,图标,,32,,,
11101-10-10-104,11101,10,10,104,Google搜索,https://www.google.com/, ,https://www.google.com/favicon.ico,名企品集,Google,,,可访,图标,,32,,,
11101-10-10-105,11101,10,10,105,云端硬盘,https://drive.google.com/, ,https://ssl.gstatic.com/images/branding/product/1x/drive_2020q4_32dp.png,名企品集,Google,,,可访,图标,,32,,,
11101-10-10-106,11101,10,10,106,Gmail,https://mail.google.com/, ,https://ssl.gstatic.com/ui/v1/icons/mail/rfr/gmail.ico,名企品集,Google,,,可访,图标,,256,,,
11102-10-10-100,11102,10,10,100,百度统计,https://tongji.baidu.com/, ,https://tongji.baidu.com/favicon.ico,名企品集,百度,,,可访,图标,,32,,,
11102-10-10-101,11102,10,10,101,百度搜索,http://www.baidu.com/, ,https://www.baidu.com/favicon.ico,名企品集,百度,,,可访,图标,,64,,,
11102-10-10-102,11102,10,10,102,百度指数,http://index.baidu.com/, ,https://www.baidu.com/favicon.ico,名企品集,百度,,,可访,图标,,64,,,
11102-10-10-103,11102,10,10,103,百度网盘,https://pan.baidu.com/, ,https://pan.baidu.com/m-static/base/static/images/favicon.ico,名企品集,百度,,,可访,图标,,32,,,
11102-10-10-104,11102,10,10,104,百度贴吧,https://tieba.baidu.com/, ,https://tb1.bdstatic.com/tb/favicon.ico,名企品集,百度,,,可访,图标,,64,,,
11102-10-10-105,11102,10,10,105,百度图片,https://image.baidu.com/, ,https://www.baidu.com/cache/icon/favicon.ico,名企品集,百度,,,可访,图标,,64,,,
11102-10-10-106,11102,10,10,106,百度地图,https://map.baidu.com/, ,https://map.baidu.com/favicon.ico,名企品集,百度,,,可访,图标,,64,,,
11103-10-10-100,11103,10,10,100,CC直播,https://cc.163.com/, ,https://cc.res.netease.com/act/webcc/favicon/favicon.ico,名企品集,网易,,,可访,图标,,16,,,
11104-10-10-100,11104,10,10,100,NOW直播,https://now.qq.com/, ,https://now.qq.com/favicon.ico,名企品集,腾讯,,,可访,图标,,16,,,
11105-10-10-100,11105,10,10,100,Alibaba,https://www.alibaba.com/, ,https://is.alicdn.com/simg/single/icon/favicon.ico,名企品集,阿里巴巴,,,可访,图标,,16,已备案,经营性,
11106-10-10-100,11106,10,10,100,字节跳动,https://bytedance.com/zh/products, ,,名企品集,字节跳动,,,可访,,,,已备案,,
11106-10-10-101,11106,10,10,101,抖音短视频,https://www.douyin.com/, ,https://www.douyin.com/,名企品集,字节跳动,,,可访,,,32,已备案,,
11106-10-10-102,11106,10,10,102,今日头条,https://www.toutiao.com/, ,https://sf3-dycdn-tos.pstatp.com/obj/eden-cn/uhbfnupkbps/toutiao_favicon.ico,名企品集,字节跳动,,,可访,图标,,256,已备案,,
11201-10-10-100,11201,10,10,100,共产党员网,http://www.12371.cn/, ,http://p4.img.cctvpic.com/photoAlbum/templet/common/DEPA1356314678315297/sy_dyw377.ico,中国机构,党委,,,可访,图标,,256,已备案,非经营性,
11201-18-10-100,11201,18,10,100,西藏自治区党委,http://www.xzdw.gov.cn/, ,,中国机构,党委,西藏自治区,,可访,,,,,,
11201-18-11-101,11201,18,11,101,拉萨市党委,http://lasa.xzdw.gov.cn/, ,,中国机构,党委,西藏自治区,拉萨市,可访,,,,,,
11201-18-12-101,11201,18,12,101,昌都市党委,http://cd.xzdw.gov.cn/, ,,中国机构,党委,西藏自治区,昌都市,可访,,,,,,
11201-18-13-101,11201,18,13,101,山南市党委,http://sn.xzdw.gov.cn/, ,,中国机构,党委,西藏自治区,山南市,可访,,,,,,
11201-18-14-101,11201,18,14,101,日喀则市党委,http://rikaze.xzdw.gov.cn/, ,,中国机构,党委,西藏自治区,日喀则市,可访,,,,,,
11201-18-15-101,11201,18,15,101,林芝市党委,http://lz.xzdw.gov.cn/, ,,中国机构,党委,西藏自治区,林芝市,可访,,,,,,
11201-18-16-101,11201,18,16,101,那曲市党委,http://nq.xzdw.gov.cn/, ,,中国机构,党委,西藏自治区,那曲市,可访,,,,,,
11201-18-17-101,11201,18,17,101,阿里地区党委,http://ali.xzdw.gov.cn/, ,,中国机构,党委,西藏自治区,阿里地区,可访,,,,,,
11202-10-10-100,11202,10,10,100,中国人大网,http://www.npc.gov.cn/, ,,中国机构,人大,,,可访,,,,,,
11203-10-10-100,11203,10,10,100,中国政府网,http://www.gov.cn/,中华人民共和国中央人民政府,http://www.gov.cn/govweb/xhtml/favicon.ico,中国机构,政府,,,可访,图标,,16,,,
11203-11-10-100,11203,11,10,100,国务院办公厅,,,,中国机构,政府,国务院,,,,,,,,
11203-11-11-101,11203,11,11,101,外交部,https://www.fmprc.gov.cn/web/, ,https://www.google.com/s2/favicons?domain=https://www.fmprc.gov.cn/web/,中国机构,政府,国务院,组成部门,可访,,,,,,
11203-11-11-102,11203,11,11,102,国防部,http://www.mod.gov.cn/, ,http://www.mod.gov.cn/favicon.ico,中国机构,政府,国务院,组成部门,可访,,,256,,,
11203-11-11-103,11203,11,11,103,国家发展和改革委员会,https://www.ndrc.gov.cn/, ,https://www.google.com/s2/favicons?domain=https://www.ndrc.gov.cn/,中国机构,政府,国务院,组成部门,可访,,,,,,
11203-11-11-104,11203,11,11,104,教育部,http://www.moe.gov.cn/, ,http://www.moe.gov.cn/favorite.ico,中国机构,政府,国务院,组成部门,可访,,,16,,,
11203-11-11-105,11203,11,11,105,(国家语言文字工作委员会),http://www.moe.gov.cn/jyb_sy/China_Language/, ,http://www.moe.gov.cn/favorite.ico,中国机构,政府,国务院,组成部门,可访,,,16,,,
11203-11-11-106,11203,11,11,106,科学技术部,http://www.most.gov.cn/, ,http://www.most.gov.cn/favicon.ico,中国机构,政府,国务院,组成部门,可访,,,16,,,
11203-11-11-107,11203,11,11,107,工业和信息化部,https://www.miit.gov.cn/, ,https://www.miit.gov.cn/favicon.ico,中国机构,政府,国务院,组成部门,可访,图标,,32,,,
11203-11-11-108,11203,11,11,108,(国家航天局),http://www.cnsa.gov.cn/, ,https://www.google.com/s2/favicons?domain=http://www.cnsa.gov.cn/,中国机构,政府,国务院,组成部门,可访,,,,,,
11203-11-11-109,11203,11,11,109,(国家原子能机构),http://www.caea.gov.cn/, ,https://www.google.com/s2/favicons?domain=http://www.caea.gov.cn/,中国机构,政府,国务院,组成部门,可访,,,,,,
11203-11-11-110,11203,11,11,110,国家民族事务委员会,http://www.neac.gov.cn/, ,http://www.neac.gov.cn/favicon.ico,中国机构,政府,国务院,组成部门,可访,图标,,32,,,
11203-11-11-111,11203,11,11,111,公安部,https://www.mps.gov.cn/, ,https://www.mps.gov.cn/favicon.ico,中国机构,政府,国务院,组成部门,可访,图标,,16,,,
11203-11-11-112,11203,11,11,112,国家安全部,, ,,中国机构,政府,国务院,组成部门,,,,,,,
11203-11-11-113,11203,11,11,113,民政部,http://www.mca.gov.cn/, ,http://www.mca.gov.cn/favicon.ico,中国机构,政府,国务院,组成部门,可访,,,16,,,
11203-11-11-114,11203,11,11,114,司法部,http://www.moj.gov.cn/ , ,http://www.legaldaily.com.cn/tongyong/images/2019sfb/2019favicon.ico,中国机构,政府,国务院,组成部门,可访,,,16,,,
11203-11-11-115,11203,11,11,115,财政部,http://www.mof.gov.cn/index.htm , ,http://www.mof.gov.cn/images/favicon.ico,中国机构,政府,国务院,组成部门,可访,,,16,,,
11203-11-11-116,11203,11,11,116,人力资源和社会保障部,http://www.mohrss.gov.cn/, ,https://www.google.com/s2/favicons?domain=http://www.mohrss.gov.cn/,中国机构,政府,国务院,组成部门,可访,,,,,,
11203-11-11-117,11203,11,11,117,自然资源部,http://www.mnr.gov.cn/, ,,中国机构,政府,国务院,组成部门,可访,,,,,,
11203-11-11-118,11203,11,11,118,生态环境部,http://www.mee.gov.cn/, ,http://www.mee.gov.cn/favicon.ico,中国机构,政府,国务院,组成部门,可访,图标,,16,,,
11203-11-11-119,11203,11,11,119,(国家核安全局),http://nnsa.mee.gov.cn/, ,http://nnsa.mee.gov.cn/favicon.ico,中国机构,政府,国务院,组成部门,可访,图标,,16,,,
11203-11-11-120,11203,11,11,120,住房和城乡建设部,http://www.mohurd.gov.cn/, ,https://www.google.com/s2/favicons?domain=http://www.mohurd.gov.cn/,中国机构,政府,国务院,组成部门,可访,,,,,,
11203-11-11-121,11203,11,11,121,交通运输部,http://www.mot.gov.cn/, ,https://www.google.com/s2/favicons?domain=http://www.mot.gov.cn/,中国机构,政府,国务院,组成部门,可访,,,,,,
11203-11-11-122,11203,11,11,122,水利部,http://www.mwr.gov.cn/, ,http://www.mwr.gov.cn/favicon.ico,中国机构,政府,国务院,组成部门,可访,,,16,,,
11203-11-11-123,11203,11,11,123,农业农村部,http://www.moa.gov.cn/, ,http://www.moa.gov.cn/favicon.ico,中国机构,政府,国务院,组成部门,可访,,,16,,,
11203-11-11-124,11203,11,11,124,商务部,http://www.mofcom.gov.cn/, ,http://www.mofcom.gov.cn/assets/i/favicon_bak.png,中国机构,政府,国务院,组成部门,可访,,,32,,,
11203-11-11-125,11203,11,11,125,文化和旅游部,https://www.mct.gov.cn/, ,https://www.mct.gov.cn/favicon.ico,中国机构,政府,国务院,组成部门,可访,图标,,32,,,
11203-11-11-126,11203,11,11,126,国家卫生健康委员会,http://www.nhc.gov.cn/, ,https://www.google.com/s2/favicons?domain=http://www.nhc.gov.cn/,中国机构,政府,国务院,组成部门,可访,,,,,,
11203-11-11-127,11203,11,11,127,退役军人事务部,https://www.mct.gov.cn/, ,http://www.mva.gov.cn/favicon.ico,中国机构,政府,国务院,组成部门,可访,,,16,,,
11203-11-11-128,11203,11,11,128,应急管理部,http://www.mem.gov.cn/, ,http://www.mem.gov.cn/image/favicon.ico,中国机构,政府,国务院,组成部门,可访,图标,,64,,,
11203-11-11-129,11203,11,11,129,中国人民银行,http://www.pbc.gov.cn/, ,http://www.pbc.gov.cn/rmyh/uiFramework/commonResource/image/logo.ico,中国机构,政府,国务院,组成部门,可访,,,16,,,
11203-11-11-130,11203,11,11,130,审计署,http://www.audit.gov.cn/, ,https://www.google.com/s2/favicons?domain=http://www.audit.gov.cn/,中国机构,政府,国务院,组成部门,可访,,,,,,
11203-11-12-101,11203,11,12,101,国有资产监督管理委员会,http://www.sasac.gov.cn/,国务院国有资产监督管理委员会,http://www.sasac.gov.cn/dbsource/11869722/11869731.jpg,中国机构,政府,国务院,直属特设机构,可访,,,30,,,
11203-11-13-101,11203,11,13,101,海关总署,http://www.customs.gov.cn/, ,https://www.google.com/s2/favicons?domain=http://www.customs.gov.cn/,中国机构,政府,国务院,直属机构,可访,图标,,,,,
11203-11-13-102,11203,11,13,102,国家税务总局,http://www.chinatax.gov.cn/, ,https://www.google.com/s2/favicons?domain=http://www.chinatax.gov.cn/,中国机构,政府,国务院,直属机构,可访,,,,,,
11203-11-13-103,11203,11,13,103,国家市场监督管理总局,http://www.samr.gov.cn/, ,http://www.samr.gov.cn/favicon.ico,中国机构,政府,国务院,直属机构,可访,,,16,,,
11203-11-13-104,11203,11,13,104,(国家认证认可监督管理委员会),http://www.cnca.gov.cn/, ,http://www.cnca.gov.cn/favicon.ico,中国机构,政府,国务院,直属机构,可访,,,16,,,
